MapVersion,AddressId,TagId,X,Y,Theta,OffsetX,OffsetY,OffsetTheta,IsChargeStation,StorageStationId,ChargerX,ChargerY,ChargerTheta,KnownObstacle,AllowVehiclePosition,AllowCargoPosition,IsPickupStation,IsNarrowStation
2025112001,100104200,101085,0,15700,0,0,0,0,FALSE,,0,0,0,180/270,0/90/180/270,,FALSE,FALSE
2025112001,100104900,101086,0,16495,0,0,0,0,TRUE,,0,16765,180,0/90/270,0/90/180/270,,FALSE,FALSE
2025112001,100304200,101008,2060,15700,0,0,0,0,FALSE,,0,0,0,180,0/90/180/270,,FALSE,FALSE
2025112001,100304900,101007,2060,17285,0,0,0,0,TRUE,,1790,17285,90,0/180/270,0/90/180/270,,FALSE,FALSE
2025112001,100305400,102569,2045,19145,0,0,0,0,FALSE,UL208,0,0,0,0/180/270,90/270,0/180,FALSE,FALSE
2025112001,100305800,102919,2020,22140,0,0,0,0,FALSE,UL207,0,0,0,0/180/270,90/270,0/180,FALSE,FALSE
2025112001,100306000,100760,2060,23625,0,0,0,0,FALSE,UL206,0,0,0,0/180/270,90/270,0/180,FALSE,FALSE
2025112001,100307200,102920,2025,26615,0,0,0,0,FALSE,UL205,0,0,0,0/180/270,90/270,0/180,FALSE,FALSE
2025112001,100307800,102568,2070,29630,0,0,0,0,FALSE,UL204,0,0,0,0/180/270,90/270,0/180,FALSE,FALSE
2025112001,100308300,102912,2035,32625,0,0,0,0,FALSE,UL203,0,0,0,0/180/270,90/270,0/180,FALSE,FALSE
2025112001,100308600,102552,2080,34120,0,0,0,0,FALSE,UL202,0,0,0,0/180/270,90/270,0/180,FALSE,FALSE
2025112001,100309100,102913,2020,37115,0,0,0,0,FALSE,UL201,0,0,0,0/180/270,90/270,0/180,FALSE,FALSE
2025112001,100404200,101003,3560,15700,0,0,0,0,FALSE,,0,0,0,180,0/90/180/270,0/180,FALSE,FALSE
2025112001,100404600,100654,3560,16500,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025112001,100404900,100653,3560,17285,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025112001,100405200,100659,3560,18185,0,0,0,0,FALSE,,0,0,0,270,0/90/180/270,0/180,FALSE,FALSE
2025112001,100405400,100658,3560,19145,0,0,0,0,FALSE,,0,0,0,270,0/90/180/270,0/180,FALSE,FALSE
2025112001,100405600,100661,3560,20645,0,0,0,0,FALSE,,0,0,0,270,0/90/180/270,0/180,FALSE,FALSE
2025112001,100405800,103081,3560,22140,0,0,0,0,FALSE,,0,0,0,270,0/90/180/270,0/180,FALSE,FALSE
